"condition","ssr","taxa","abundance"
"Healthy","104995","Alistipes",3.6216
"Healthy","104995","Hespellia",0.0454
"Healthy","104995","Anaerotruncus",1.0911
"Healthy","104995","Marvinbryantia",0.317
"Healthy","104995","Odoribacter",0.1435
"Healthy","104995","Subdoligranulum",4.4555
"Healthy","104995","Parabacteroides",1.8425
"Healthy","104995","Moryella",0.396
"Healthy","104995","Oscillibacter",0.0131
"Healthy","104995","Blautia",11.8639
"Healthy","104995","Butyricimonas",0.4235
"Healthy","104995","Parasutterella",0.7154
"Healthy","104995","Gordonibacter",0.0275
"Healthy","104995","Negativicoccus",0.0059
"Healthy","104995","Flavonifractor",0.0382
"Healthy","104995","Intestinimonas",0.3003
"Healthy","104995","Fusicatenibacter",1.9813
"Healthy","104995","Intestinibacter",0.1124
"Healthy","104995","Erysipelatoclostridium",1.2813
"Healthy","104995","Fusobacterium",0.0023
"Healthy","104995","Peptostreptococcus",0.0514
"Healthy","104995","Anaeroplasma",2.6465
"Healthy","104995","Acetitomaculum",0.4247
"Healthy","104995","Bilophila",0.0658
"Healthy","104995","Sutterella",3.9087
"Healthy","104995","Catenibacterium",0.0023
"Healthy","104995","Victivallis",0.0059
"Healthy","104995","Barnesiella",1.6522
"Healthy","104995","Adlercreutzia",0.2763
"Healthy","104995","Enterobacter",0.0059
"Healthy","104995","Eisenbergiella",0.0071
"Healthy","104995","Candidatus Soleaferrea",0.0035
"Healthy","104995","Fibrobacter",0.0035
"Healthy","104995","Akkermansia",0.0538
"Healthy","104995","Dermabacter",0.0035
"Healthy","104995","Thalassospira",0.3433
"Healthy","104995","Asaccharospora",0.037
"Healthy","104995","Slackia",0.3457
"Healthy","104995","Candidatus Stoquefichus",0.0466
"Healthy","104995","Olsenella",0.0035
"Healthy","104995","Megamonas",0.0059
"Healthy","104995","Pseudomonas",0.0071
"Healthy","104995","Shinella",0.0047
"Healthy","104995","Ochrobactrum",0.0059
"Healthy","104995","Stomatobaculum",0.0023
"Unhealthy","-11523","Campylobacter",0.0045
"Unhealthy","-11523","Neisseria",0.0252
"Unhealthy","-11523","Enterobacter",0.0195
"Unhealthy","-11523","Kluyvera",2.0674
"Unhealthy","-11523","Haemophilus",0.3179
"Unhealthy","-11523","Bacteroides",41.4606
"Unhealthy","-11523","Roseburia",3.8122
"Unhealthy","-11523","Fusobacterium",0.0034
"Unhealthy","-11523","Megasphaera",0.0045
"Unhealthy","-11523","Peptostreptococcus",0.0022
"Unhealthy","-11523","Sarcina",0.7117
"Unhealthy","-11523","Streptococcus",0.1377
"Unhealthy","-11523","Clostridium",0.908
"Unhealthy","-11523","Actinomyces",0.0057
"Unhealthy","-11523","Bifidobacterium",0.9849
"Unhealthy","-11523","Lachnospira",1.149
"Unhealthy","-11523","Veillonella",0.0596
"Unhealthy","-11523","Rothia",0.0045
"Unhealthy","-11523","Dialister",1.2535
"Unhealthy","-11523","Pseudobutyrivibrio",1.4107
"Unhealthy","-11523","Pantoea",0.1607
"Unhealthy","-11523","Holdemania",0.0332
"Unhealthy","-11523","Eggerthella",0.2077
"Unhealthy","-11523","Mogibacterium",0.0367
"Unhealthy","-11523","Papillibacter",0.0022
"Unhealthy","-11523","Collinsella",0.3914
"Unhealthy","-11523","Anaerovorax",0.0241
"Unhealthy","-11523","Oscillospira",0.0218
"Unhealthy","-11523","Dorea",0.9895
"Unhealthy","-11523","Turicibacter",0.0114
"Unhealthy","-11523","Anaerostipes",1.3522
"Unhealthy","-11523","Faecalibacterium",15.715
"Unhealthy","-11523","Alistipes",0.8471
"Unhealthy","-11523","Anaerotruncus",0.0998
"Unhealthy","-11523","Marvinbryantia",0.0034
"Unhealthy","-11523","Anaerofustis",0.0022
"Unhealthy","-11523","Subdoligranulum",4.8166
"Unhealthy","-11523","Cronobacter",0.0022
"Unhealthy","-11523","Lactonifactor",0.0573
"Unhealthy","-11523","Moryella",0.0241
"Unhealthy","-11523","Oscillibacter",0.303
"Unhealthy","-11523","Parvimonas",0.0045
"Unhealthy","-11523","Blautia",12.1817
"Unhealthy","-11523","Robinsoniella",0.0022
"Unhealthy","-11523","Anaerosporobacter",0.0539
"Unhealthy","-11523","Flavonifractor",0.4568
"Unhealthy","-11523","Pseudoflavonifractor",0.0424
"Unhealthy","-11523","Intestinimonas",0.3202
"Unhealthy","-11523","Fusicatenibacter",5.0382
"Unhealthy","-11523","Eisenbergiella",0.0022
"Unhealthy","-11523","Candidatus Soleaferrea",0.0298
"Unhealthy","-11523","Dielma",0.0114
"Unhealthy","-11523","Peptoclostridium",0.0114
"Unhealthy","-11523","Romboutsia",0.0114
"Unhealthy","-11523","Terrisporobacter",0.0057
"Unhealthy","-11523","Intestinibacter",0.0367
"Unhealthy","-11523","Erysipelatoclostridium",1.5416
"Unhealthy","-11523","Clostridioides",0.241
"Unhealthy","761858","Bacteroides",10.3632
"Unhealthy","761858","Roseburia",6.0414
"Unhealthy","761858","Sarcina",3.1894
"Unhealthy","761858","Streptococcus",2.4485
"Unhealthy","761858","Clostridium",1.352
"Unhealthy","761858","Actinomyces",0.0119
"Unhealthy","761858","Bifidobacterium",0.0399
"Unhealthy","761858","Lachnospira",2.6961
"Unhealthy","761858","Pseudobutyrivibrio",3.0017
"Unhealthy","761858","Holdemania",0.0039
"Unhealthy","761858","Eggerthella",0.0039
"Unhealthy","761858","Mogibacterium",0.0878
"Unhealthy","761858","Papillibacter",0.0159
"Unhealthy","761858","Collinsella",1.0604
"Unhealthy","761858","Oscillospira",0.0339
"Unhealthy","761858","Dorea",1.346
"Unhealthy","761858","Anaerostipes",0.3415
"Unhealthy","761858","Faecalibacterium",18.4258
"Unhealthy","761858","Alistipes",0.5432
"Unhealthy","761858","Anaerotruncus",1.0964
"Unhealthy","761858","Marvinbryantia",0.0898
"Unhealthy","761858","Subdoligranulum",1.6736
"Unhealthy","761858","Lactonifactor",0.0039
"Unhealthy","761858","Moryella",1.1923
"Unhealthy","761858","Oscillibacter",0.1977
"Unhealthy","761858","Blautia",4.6613
"Unhealthy","761858","Robinsoniella",0.1417
"Unhealthy","761858","Anaerosporobacter",0.0039
"Unhealthy","761858","Flavonifractor",0.5252
"Unhealthy","761858","Pseudoflavonifractor",0.0039
"Unhealthy","761858","Intestinimonas",0.2356
"Unhealthy","761858","Fusicatenibacter",0.7669
"Unhealthy","761858","Candidatus Soleaferrea",0.0159
"Unhealthy","761858","Peptoclostridium",0.0159
"Unhealthy","761858","Romboutsia",0.0219
"Unhealthy","761858","Terrisporobacter",0.4932
"Unhealthy","761858","Intestinibacter",0.4573
"Unhealthy","761858","Erysipelatoclostridium",0.0099
"Unhealthy","761858","Clostridioides",0.0159
"Unhealthy","761858","Flavobacterium",0.1098
"Unhealthy","761858","Desulfovibrio",0.0279
"Unhealthy","761858","Herbaspirillum",0.0259
"Unhealthy","761858","Lactobacillus",0.0239
"Unhealthy","761858","Methanobrevibacter",0.1797
"Unhealthy","761858","Phascolarctobacterium",4.5695
"Unhealthy","761858","Bilophila",0.1058
"Unhealthy","761858","Sporobacter",0.0379
"Unhealthy","761858","Shuttleworthia",0.0679
"Unhealthy","761858","Gelria",0.0199
"Unhealthy","761858","Akkermansia",0.0279
"Unhealthy","761858","Hespellia",0.2596
"Unhealthy","761858","Odoribacter",0.3634
"Unhealthy","761858","Parabacteroides",1.8214
"Unhealthy","761858","Howardella",0.0758
"Unhealthy","761858","Adlercreutzia",0.0619
"Unhealthy","761858","Parasutterella",3.0696
"Unhealthy","761858","Coprobacter",0.4154
"Unhealthy","761858","Senegalimassilia",0.2816
"Unhealthy","761858","Anaerofilum",0.0219
"Unhealthy","761858","Cloacibacillus",0.0079
"Unhealthy","761858","Peptococcus",0.3155
"Unhealthy","761858","Butyrivibrio",0.0399
"Unhealthy","761858","Slackia",0.2636
"Unhealthy","761858","Catenibacterium",3.1015
"Unhealthy","761858","Victivallis",0.0978
"Unhealthy","761858","Allisonella",0.0279
"Unhealthy","761858","Butyricimonas",0.6051
"Unhealthy","761858","Paraprevotella",0.1058
"Unhealthy","761858","Enterorhabdus",0.1018
"Unhealthy","761858","Alloprevotella",15.8574
"Unhealthy","761858","Ruminiclostridium",0.0079
"Unhealthy","1090493","Campylobacter",0.1838
"Unhealthy","1090493","Kluyvera",0.2161
"Unhealthy","1090493","Bacteroides",31.7616
"Unhealthy","1090493","Roseburia",5.6925
"Unhealthy","1090493","Megasphaera",0.0075
"Unhealthy","1090493","Peptostreptococcus",0.0021
"Unhealthy","1090493","Sarcina",0.2
"Unhealthy","1090493","Streptococcus",0.101
"Unhealthy","1090493","Clostridium",0.5591
"Unhealthy","1090493","Actinomyces",0.0129
"Unhealthy","1090493","Bifidobacterium",0.3494
"Unhealthy","1090493","Lachnospira",2.3097
"Unhealthy","1090493","Rothia",0.0043
"Unhealthy","1090493","Dialister",0.6451
"Unhealthy","1090493","Pseudobutyrivibrio",4.8323
"Unhealthy","1090493","Pantoea",0.0032
"Unhealthy","1090493","Holdemania",0.0086
"Unhealthy","1090493","Eggerthella",0.0881
"Unhealthy","1090493","Mogibacterium",0.0204
"Unhealthy","1090493","Papillibacter",0.0107
"Unhealthy","1090493","Collinsella",3.8075
"Unhealthy","1090493","Anaerovorax",0.0784
"Unhealthy","1090493","Oscillospira",0.1053
"Unhealthy","1090493","Dorea",2.4838
"Unhealthy","1090493","Turicibacter",0.0537
"Unhealthy","1090493","Anaerostipes",1.3096
"Unhealthy","1090493","Faecalibacterium",6.042
"Unhealthy","1090493","Alistipes",2.3903
"Unhealthy","1090493","Anaerotruncus",0.1344
"Unhealthy","1090493","Marvinbryantia",0.0322
"Unhealthy","1090493","Subdoligranulum",2.4054
"Unhealthy","1090493","Lactonifactor",0.0537
"Unhealthy","1090493","Moryella",0.4752
"Unhealthy","1090493","Oscillibacter",0.2591
"Unhealthy","1090493","Blautia",10.0194
"Unhealthy","1090493","Anaerosporobacter",0.0096
"Unhealthy","1090493","Flavonifractor",0.1086
"Unhealthy","1090493","Intestinimonas",0.0935
"Unhealthy","1090493","Fusicatenibacter",1.9193
"Unhealthy","1090493","Eisenbergiella",0.0021
"Unhealthy","1090493","Candidatus Soleaferrea",0.0043
"Unhealthy","1090493","Dielma",0.0043
"Unhealthy","1090493","Peptoclostridium",0.0053
"Unhealthy","1090493","Romboutsia",0.0043
"Unhealthy","1090493","Terrisporobacter",0.0451
"Unhealthy","1090493","Intestinibacter",0.2419
"Unhealthy","1090493","Erysipelatoclostridium",0.6387
"Unhealthy","1090493","Clostridioides",0.0741
"Unhealthy","1090493","Flavobacterium",0.9268
"Unhealthy","1090493","Porphyromonas",1.0236
"Unhealthy","1090493","Lactobacillus",0.3462
"Unhealthy","1090493","Corynebacterium",0.0881
"Unhealthy","1090493","Epulopiscium",0.129
"Unhealthy","1090493","Acetitomaculum",0.0043
"Unhealthy","1090493","Bilophila",2.0709
"Unhealthy","1090493","Sporobacter",0.0161
"Unhealthy","1090493","Finegoldia",2.0355
"Unhealthy","1090493","Peptoniphilus",1.7204
"Unhealthy","1090493","Anaerococcus",1.5527
"Unhealthy","1090493","Shuttleworthia",0.0774
"Unhealthy","1090493","Akkermansia",0.0376
"Unhealthy","1090493","Hespellia",0.0784
"Unhealthy","1090493","Odoribacter",0.6161
"Unhealthy","1090493","Parabacteroides",1.5473
"Unhealthy","1090493","Adlercreutzia",0.3559
"Unhealthy","1090493","Parasutterella",2.2967
"Unhealthy","1090493","Prevotella",0.0838
"Unhealthy","1090493","Anaerofilum",0.0075
"Unhealthy","1090493","Leuconostoc",0.0075
"Unhealthy","1090493","Peptococcus",0.1752
"Unhealthy","1090493","Gordonibacter",0.0397
"Unhealthy","1090493","Murdochiella",0.1182
"Unhealthy","1090493","Butyrivibrio",0.0075
"Unhealthy","1090493","Acidaminococcus",3.6118
"Unhealthy","1090493","Enterococcus",0.0032
"Unhealthy","1090493","Eubacterium",0.0268
"Unhealthy","1090493","Propionibacterium",0.0032
"Unhealthy","1090493","Arcanobacterium",0.0215
"Unhealthy","1090493","Helcococcus",0.0064
"Unhealthy","1090493","Facklamia",0.0182
"Unhealthy","1090493","Granulicatella",0.0053
"Unhealthy","1090493","Aerosphaera",0.0086
"Unhealthy","1090493","Gallicola",0.1397
"Unhealthy","1090493","Varibaculum",0.1666
"Unhealthy","1090493","Propionimicrobium",0.0021
"Unhealthy","1090493","Fastidiosipila",0.0021
"Unhealthy","1090493","Negativicoccus",0.0774
"Unhealthy","1090493","Actinotignum",0.0032
"Unhealthy","906356","Enterobacter",0.0025
"Unhealthy","906356","Kluyvera",0.3303
"Unhealthy","906356","Haemophilus",1.7394
"Unhealthy","906356","Bacteroides",36.2207
"Unhealthy","906356","Roseburia",7.8106
"Unhealthy","906356","Megasphaera",0.0116
"Unhealthy","906356","Peptostreptococcus",0.018
"Unhealthy","906356","Sarcina",0.5884
"Unhealthy","906356","Streptococcus",0.3109
"Unhealthy","906356","Clostridium",0.4503
"Unhealthy","906356","Actinomyces",0.0154
"Unhealthy","906356","Bifidobacterium",0.0877
"Unhealthy","906356","Lachnospira",0.4025
"Unhealthy","906356","Veillonella",0.0141
"Unhealthy","906356","Dialister",0.0051
"Unhealthy","906356","Pseudobutyrivibrio",3.1059
"Unhealthy","906356","Pantoea",0.0077
"Unhealthy","906356","Holdemania",0.0077
"Unhealthy","906356","Eggerthella",0.009
"Unhealthy","906356","Mogibacterium",0.0103
"Unhealthy","906356","Collinsella",1.4052
"Unhealthy","906356","Oscillospira",0.0116
"Unhealthy","906356","Dorea",0.5548
"Unhealthy","906356","Anaerostipes",1.231
"Unhealthy","906356","Faecalibacterium",15.0754
"Unhealthy","906356","Alistipes",3.4478
"Unhealthy","906356","Anaerotruncus",0.1174
"Unhealthy","906356","Marvinbryantia",0.089
"Unhealthy","906356","Subdoligranulum",2.7626
"Unhealthy","906356","Lactonifactor",0.0064
"Unhealthy","906356","Moryella",0.0141
"Unhealthy","906356","Oscillibacter",0.0683
"Unhealthy","906356","Blautia",12.194
"Unhealthy","906356","Anaerosporobacter",0.0025
"Unhealthy","906356","Flavonifractor",0.0206
"Unhealthy","906356","Intestinimonas",0.0361
"Unhealthy","906356","Fusicatenibacter",1.6581
"Unhealthy","906356","Eisenbergiella",0.0167
"Unhealthy","906356","Peptoclostridium",0.0154
"Unhealthy","906356","Romboutsia",0.3987
"Unhealthy","906356","Terrisporobacter",0.3161
"Unhealthy","906356","Intestinibacter",0.1871
"Unhealthy","906356","Erysipelatoclostridium",0.5858
"Unhealthy","906356","Clostridioides",0.0309
"Unhealthy","906356","Flavobacterium",0.1187
"Unhealthy","906356","Porphyromonas",0.0438
"Unhealthy","906356","Herbaspirillum",0.0129
"Unhealthy","906356","Corynebacterium",0.0283
"Unhealthy","906356","Phascolarctobacterium",0.6206
"Unhealthy","906356","Bilophila",0.2322
"Unhealthy","906356","Finegoldia",0.0374
"Unhealthy","906356","Peptoniphilus",0.0477
"Unhealthy","906356","Anaerococcus",0.0129
"Unhealthy","906356","Akkermansia",0.569
"Unhealthy","906356","Hespellia",0.0309
"Unhealthy","906356","Odoribacter",0.3303
"Unhealthy","906356","Parabacteroides",0.8361
"Unhealthy","906356","Barnesiella",1.0232
"Unhealthy","906356","Adlercreutzia",0.1058
"Unhealthy","906356","Parasutterella",0.0283
"Unhealthy","906356","Coprobacter",0.0477
"Unhealthy","906356","Parvibacter",0.0387
"Unhealthy","906356","Prevotella",0.2271
"Unhealthy","906356","Anaerofilum",0.0038
"Unhealthy","906356","Sutterella",3.4478
"Unhealthy","906356","Gordonibacter",0.009
"Unhealthy","906356","Murdochiella",0.0103
"Unhealthy","906356","Butyrivibrio",0.0477
"Unhealthy","906356","Butyricimonas",0.0593
"Unhealthy","906356","Granulicatella",0.0077
"Unhealthy","906356","Varibaculum",0.0141
"Unhealthy","906356","Actinobacillus",0.0167
"Unhealthy","1168330","Enterobacter",0.0157
"Unhealthy","1168330","Kluyvera",0.0042
"Unhealthy","1168330","Haemophilus",1.1379
"Unhealthy","1168330","Bacteroides",20.9908
"Unhealthy","1168330","Roseburia",11.6961
"Unhealthy","1168330","Sarcina",0.888
"Unhealthy","1168330","Streptococcus",3.121
"Unhealthy","1168330","Clostridium",0.5325
"Unhealthy","1168330","Actinomyces",0.0071
"Unhealthy","1168330","Bifidobacterium",1.8346
"Unhealthy","1168330","Lachnospira",0.2984
"Unhealthy","1168330","Veillonella",0.0328
"Unhealthy","1168330","Rothia",0.0114
"Unhealthy","1168330","Pseudobutyrivibrio",1.0679
"Unhealthy","1168330","Holdemania",0.0028
"Unhealthy","1168330","Mogibacterium",0.0028
"Unhealthy","1168330","Papillibacter",0.0028
"Unhealthy","1168330","Collinsella",1.7889
"Unhealthy","1168330","Oscillospira",0.0114
"Unhealthy","1168330","Dorea",0.3141
"Unhealthy","1168330","Anaerostipes",2.0002
"Unhealthy","1168330","Faecalibacterium",21.0237
"Unhealthy","1168330","Alistipes",2.2358
"Unhealthy","1168330","Anaerotruncus",0.0785
"Unhealthy","1168330","Marvinbryantia",0.1013
"Unhealthy","1168330","Subdoligranulum",8.2952
"Unhealthy","1168330","Lactonifactor",0.0057
"Unhealthy","1168330","Moryella",0.0114
"Unhealthy","1168330","Oscillibacter",0.1242
"Unhealthy","1168330","Blautia",8.9206
"Unhealthy","1168330","Flavonifractor",0.0228
"Unhealthy","1168330","Intestinimonas",0.0356
"Unhealthy","1168330","Fusicatenibacter",2.5299
"Unhealthy","1168330","Peptoclostridium",0.0242
"Unhealthy","1168330","Terrisporobacter",0.227
"Unhealthy","1168330","Intestinibacter",0.5396
"Unhealthy","1168330","Erysipelatoclostridium",0.5496
"Unhealthy","1168330","Clostridioides",0.0399
"Unhealthy","1168330","Flavobacterium",0.2055
"Unhealthy","1168330","Porphyromonas",0.0157
"Unhealthy","1168330","Herbaspirillum",0.0057
"Unhealthy","1168330","Corynebacterium",0.0057
"Unhealthy","1168330","Phascolarctobacterium",0.4668
"Unhealthy","1168330","Bilophila",0.0642
"Unhealthy","1168330","Finegoldia",0.0185
"Unhealthy","1168330","Peptoniphilus",0.0214
"Unhealthy","1168330","Anaerococcus",0.0256
"Unhealthy","1168330","Shuttleworthia",0.0028
"Unhealthy","1168330","Akkermansia",0.2284
"Unhealthy","1168330","Hespellia",0.0399
"Unhealthy","1168330","Odoribacter",0.1927
"Unhealthy","1168330","Parabacteroides",0.7438
"Unhealthy","1168330","Barnesiella",0.6282
"Unhealthy","1168330","Adlercreutzia",0.077
"Unhealthy","1168330","Parasutterella",0.0485
"Unhealthy","1168330","Coprobacter",0.0485
"Unhealthy","1168330","Prevotella",0.0214
"Unhealthy","1168330","Sutterella",0.6938
"Unhealthy","1168330","Gordonibacter",0.0099
"Unhealthy","1168330","Murdochiella",0.0114
"Unhealthy","1168330","Butyrivibrio",0.0328
"Unhealthy","1168330","Butyricimonas",0.1199
"Unhealthy","1168330","Granulicatella",0.0142
"Unhealthy","1168330","Varibaculum",0.0071
"Unhealthy","1168330","Actinobacillus",0.0057
"Unhealthy","1168330","Raoultella",0.0071
"Unhealthy","876277","Haemophilus",0.5932
"Unhealthy","876277","Bacteroides",20.1046
"Unhealthy","876277","Roseburia",10.5766
"Unhealthy","876277","Fusobacterium",0.0083
"Unhealthy","876277","Megasphaera",0.0023
"Unhealthy","876277","Peptostreptococcus",0.0047
"Unhealthy","876277","Sarcina",4.2503
"Unhealthy","876277","Streptococcus",0.1914
"Unhealthy","876277","Clostridium",2.2637
"Unhealthy","876277","Actinomyces",0.0083
"Unhealthy","876277","Bifidobacterium",3.8199
"Unhealthy","876277","Lachnospira",1.5586
"Unhealthy","876277","Veillonella",0.0784
"Unhealthy","876277","Dialister",0.145
"Unhealthy","876277","Pseudobutyrivibrio",2.1222
"Unhealthy","876277","Holdemania",0.0023
"Unhealthy","876277","Eggerthella",0.0035
"Unhealthy","876277","Mogibacterium",0.0035
"Unhealthy","876277","Papillibacter",0.013
"Unhealthy","876277","Collinsella",5.5249
"Unhealthy","876277","Oscillospira",0.0606
"Unhealthy","876277","Dorea",3.0507
"Unhealthy","876277","Turicibacter",0.227
"Unhealthy","876277","Anaerostipes",1.2293
"Unhealthy","876277","Faecalibacterium",2.3814
"Unhealthy","876277","Alistipes",3.3658
"Unhealthy","876277","Anaerotruncus",0.2912
"Unhealthy","876277","Marvinbryantia",0.0867
"Unhealthy","876277","Subdoligranulum",2.5656
"Unhealthy","876277","Moryella",0.0511
"Unhealthy","876277","Oscillibacter",0.208
"Unhealthy","876277","Blautia",9.2426
"Unhealthy","876277","Anaerosporobacter",0.057
"Unhealthy","876277","Flavonifractor",0.1652
"Unhealthy","876277","Pseudoflavonifractor",0.0047
"Unhealthy","876277","Intestinimonas",0.0832
"Unhealthy","876277","Fusicatenibacter",5.7282
"Unhealthy","876277","Eisenbergiella",0.0047
"Unhealthy","876277","Candidatus Soleaferrea",0.0035
"Unhealthy","876277","Peptoclostridium",0.0095
"Unhealthy","876277","Romboutsia",0.3566
"Unhealthy","876277","Terrisporobacter",1.8998
"Unhealthy","876277","Intestinibacter",0.3257
"Unhealthy","876277","Erysipelatoclostridium",0.1747
"Unhealthy","876277","Clostridioides",0.9119
"Unhealthy","876277","Flavobacterium",0.4577
"Unhealthy","876277","Lactobacillus",0.0047
"Unhealthy","876277","Phascolarctobacterium",1.3339
"Unhealthy","876277","Bilophila",0.2056
"Unhealthy","876277","Sporobacter",0.0273
"Unhealthy","876277","Finegoldia",0.013
"Unhealthy","876277","Anaerococcus",0.0035
"Unhealthy","876277","Hespellia",0.0214
"Unhealthy","876277","Odoribacter",1.1675
"Unhealthy","876277","Parabacteroides",1.9926
"Unhealthy","876277","Barnesiella",3.1981
"Unhealthy","876277","Adlercreutzia",0.1129
"Unhealthy","876277","Parasutterella",0.0095
"Unhealthy","876277","Christensenella",0.0035
"Unhealthy","876277","Coprobacter",0.0487
"Unhealthy","876277","Parvibacter",0.0047
"Unhealthy","876277","Peptococcus",0.0035
"Unhealthy","876277","Sutterella",0.1081
"Unhealthy","876277","Acetanaerobacterium",0.0023
"Unhealthy","876277","Asaccharospora",0.0047
"Unhealthy","876277","Butyrivibrio",0.0558
"Unhealthy","876277","Enterorhabdus",0.0416
"Unhealthy","876277","Acidaminococcus",1.2519
"Unhealthy","876277","Granulicatella",0.0154
"Unhealthy","876277","Actinobacillus",0.0083
"Unhealthy","876277","Gemella",0.0035
"Unhealthy","911397","Haemophilus",1.2119
"Unhealthy","911397","Bacteroides",15.1181
"Unhealthy","911397","Roseburia",6.1547
"Unhealthy","911397","Sarcina",3.6883
"Unhealthy","911397","Streptococcus",1.1119
"Unhealthy","911397","Clostridium",0.8271
"Unhealthy","911397","Bifidobacterium",1.3506
"Unhealthy","911397","Lachnospira",0.6572
"Unhealthy","911397","Veillonella",2.0703
"Unhealthy","911397","Dialister",1.2132
"Unhealthy","911397","Pseudobutyrivibrio",1.2069
"Unhealthy","911397","Holdemania",0.0037
"Unhealthy","911397","Mogibacterium",0.0024
"Unhealthy","911397","Papillibacter",0.0187
"Unhealthy","911397","Collinsella",4.2643
"Unhealthy","911397","Oscillospira",0.0212
"Unhealthy","911397","Dorea",2.7575
"Unhealthy","911397","Turicibacter",0.3286
"Unhealthy","911397","Anaerostipes",0.5472
"Unhealthy","911397","Faecalibacterium",19.3362
"Unhealthy","911397","Alistipes",3.0736
"Unhealthy","911397","Anaerotruncus",0.2386
"Unhealthy","911397","Marvinbryantia",0.0449
"Unhealthy","911397","Subdoligranulum",6.2859
"Unhealthy","911397","Moryella",0.0337
"Unhealthy","911397","Oscillibacter",0.1099
"Unhealthy","911397","Blautia",5.7536
"Unhealthy","911397","Anaerosporobacter",0.0024
"Unhealthy","911397","Flavonifractor",0.0937
"Unhealthy","911397","Intestinimonas",0.0762
"Unhealthy","911397","Fusicatenibacter",2.5101
"Unhealthy","911397","Candidatus Soleaferrea",0.0024
"Unhealthy","911397","Peptoclostridium",0.0099
"Unhealthy","911397","Romboutsia",0.0849
"Unhealthy","911397","Terrisporobacter",0.7509
"Unhealthy","911397","Intestinibacter",0.5559
"Unhealthy","911397","Erysipelatoclostridium",0.1636
"Unhealthy","911397","Clostridioides",0.8221
"Unhealthy","911397","Flavobacterium",0.2099
"Unhealthy","911397","Lactobacillus",0.0499
"Unhealthy","911397","Phascolarctobacterium",0.1924
"Unhealthy","911397","Bilophila",0.1586
"Unhealthy","911397","Sporobacter",0.0087
"Unhealthy","911397","Anaerobacter",0.1149
"Unhealthy","911397","Shuttleworthia",0.0112
"Unhealthy","911397","Hespellia",0.0087
"Unhealthy","911397","Odoribacter",1.5655
"Unhealthy","911397","Parabacteroides",1.2731
"Unhealthy","911397","Barnesiella",3.9469
"Unhealthy","911397","Adlercreutzia",0.0562
"Unhealthy","911397","Parasutterella",0.3498
"Unhealthy","911397","Christensenella",0.0049
"Unhealthy","911397","Coprobacter",0.0512
"Unhealthy","911397","Peptococcus",0.0024
"Unhealthy","911397","Sutterella",3.3122
"Unhealthy","911397","Gordonibacter",0.0024
"Unhealthy","911397","Butyrivibrio",0.0512
"Unhealthy","911397","Enterorhabdus",0.0124
"Unhealthy","911397","Acidaminococcus",2.6887
"Unhealthy","911397","Granulicatella",0.0062
"Unhealthy","911397","Actinobacillus",0.0037
"Unhealthy","911397","Citrobacter",0.0062
"Unhealthy","911397","Lactococcus",0.0074
"Unhealthy","1012135","Campylobacter",0.0351
"Unhealthy","1012135","Bacteroides",24.7053
"Unhealthy","1012135","Roseburia",16.9914
"Unhealthy","1012135","Sarcina",1.0446
"Unhealthy","1012135","Streptococcus",1.6197
"Unhealthy","1012135","Clostridium",5.8104
"Unhealthy","1012135","Bifidobacterium",1.435
"Unhealthy","1012135","Lachnospira",1.126
"Unhealthy","1012135","Dialister",0.0109
"Unhealthy","1012135","Pseudobutyrivibrio",2.2223
"Unhealthy","1012135","Collinsella",3.676
"Unhealthy","1012135","Oscillospira",0.1
"Unhealthy","1012135","Dorea",4.8933
"Unhealthy","1012135","Anaerostipes",3.0338
"Unhealthy","1012135","Faecalibacterium",11.0974
"Unhealthy","1012135","Alistipes",0.2705
"Unhealthy","1012135","Anaerotruncus",0.3056
"Unhealthy","1012135","Marvinbryantia",0.0406
"Unhealthy","1012135","Subdoligranulum",7.7897
"Unhealthy","1012135","Moryella",0.0186
"Unhealthy","1012135","Oscillibacter",0.2694
"Unhealthy","1012135","Blautia",7.6489
"Unhealthy","1012135","Flavonifractor",0.3815
"Unhealthy","1012135","Pseudoflavonifractor",0.0021
"Unhealthy","1012135","Intestinimonas",0.2375
"Unhealthy","1012135","Fusicatenibacter",1.5944
"Unhealthy","1012135","Candidatus Soleaferrea",0.0186
"Unhealthy","1012135","Peptoclostridium",0.0076
"Unhealthy","1012135","Intestinibacter",0.3815
"Unhealthy","1012135","Flavobacterium",0.1231
"Unhealthy","1012135","Lactobacillus",0.0076
"Unhealthy","1012135","Corynebacterium",0.0076
"Unhealthy","1012135","Phascolarctobacterium",0.7917
"Unhealthy","1012135","Sporobacter",0.067
"Unhealthy","1012135","Finegoldia",0.0296
"Unhealthy","1012135","Anaerococcus",0.0538
"Unhealthy","1012135","Shuttleworthia",0.0142
"Unhealthy","1012135","Hespellia",0.0142
"Unhealthy","1012135","Parabacteroides",0.0472
"Unhealthy","1012135","Barnesiella",0.0043
"Unhealthy","1012135","Adlercreutzia",0.6003
"Unhealthy","1012135","Parvibacter",0.0065
"Unhealthy","1012135","Butyrivibrio",0.1066
"Unhealthy","1012135","Acidaminococcus",0.0153
"Unhealthy","1012135","Gemella",0.0043
"Unhealthy","1012135","Staphylococcus",0.0054
"Unhealthy","1012135","Scardovia",0.0054
"Unhealthy","505141","Bacteroides",21.5687
"Unhealthy","505141","Roseburia",2.3939
"Unhealthy","505141","Megasphaera",0.006
