"condition","ssr","taxa","abundance"
"Sprague","98906","Fusicatenibacter",0.4411
"Sprague","98906","Asaccharospora",0.0122
"Sprague","98906","Eisenbergiella",0.0428
"Sprague","230370","Kluyvera",0.5136
"Sprague","230370","Bacteroides",14.7991
"Sprague","230370","Porphyromonas",0.0225
"Sprague","230370","Prevotella",0.0587
"Sprague","230370","Roseburia",7.0771
"Sprague","230370","Desulfovibrio",0.3346
"Sprague","230370","Acidaminococcus",0.0019
"Sprague","230370","Herbaspirillum",0.0557
"Sprague","230370","Sarcina",4.63
"Sprague","230370","Streptococcus",1.4882
"Sprague","230370","Bacillus",0.0117
"Sprague","230370","Clostridium",0.7054
"Sprague","230370","Bifidobacterium",0.8052
"Sprague","230370","Brevibacterium",0.045
"Sprague","230370","Corynebacterium",0.0538
"Sprague","230370","Methanobrevibacter",1.5303
"Sprague","230370","Peptococcus",0.0264
"Sprague","230370","Lachnospira",1.1007
"Sprague","230370","Phascolarctobacterium",0.6947
"Sprague","230370","Bilophila",0.6819
"Sprague","230370","Dialister",0.3835
"Sprague","230370","Sutterella",0.5401
"Sprague","230370","Pseudobutyrivibrio",2.1447
"Sprague","230370","Oligella",0.0088
"Sprague","230370","Collinsella",0.315
"Sprague","230370","Oscillospira",0.0714
"Sprague","230370","Catenibacterium",0.0391
"Sprague","230370","Thalassospira",0.1859
"Sprague","230370","Victivallis",0.2064
"Sprague","230370","Varibaculum",0.0352
"Sprague","230370","Gelria",0.0469
"Sprague","230370","Dorea",0.4226
"Sprague","230370","Turicibacter",0.2495
"Sprague","230370","Anaerostipes",1.1966
"Sprague","230370","Faecalibacterium",21.8919
"Sprague","230370","Alistipes",2.8287
"Sprague","230370","Akkermansia",3.6095
"Sprague","230370","Anaerotruncus",0.4217
"Sprague","230370","Marvinbryantia",0.1252
"Sprague","230370","Pseudoclavibacter",0.0097
"Sprague","230370","Odoribacter",1.2357
"Sprague","230370","Subdoligranulum",2.2778
"Sprague","230370","Parabacteroides",1.6134
"Sprague","230370","Barnesiella",1.2866
"Sprague","230370","Adlercreutzia",0.1604
"Sprague","230370","Oscillibacter",0.1242
"Sprague","230370","Cloacibacillus",0.1438
"Sprague","230370","Blautia",7.7425
"Sprague","230370","Butyricimonas",0.771
"Sprague","230370","Parasutterella",0.8864
"Sprague","230370","Hydrogenoanaerobacterium",0.0733
"Sprague","230370","Pyramidobacter",0.1692
"Sprague","230370","Gordonibacter",0.0743
"Sprague","230370","Anaerosporobacter",0.6438
"Sprague","230370","Flavonifractor",0.45
"Sprague","230370","Pseudoflavonifractor",0.0107
"Sprague","230370","Intestinimonas",0.0577
"Sprague","230370","Terrisporobacter",0.3395
"Sprague","230370","Intestinibacter",1.5831
"Sprague","230370","Erysipelatoclostridium",0.5244
"Sprague","230370","Actinomyces",0.0078
"Sprague","230370","Peptoniphilus",0.0117
"Sprague","230370","Anaerococcus",0.0058
"Sprague","230370","Murdochiella",0.0097
"Sprague","230370","Mogibacterium",0.0156
"Sprague","230370","Candidatus Soleaferrea",0.0058
"Sprague","230370","Haemophilus",0.0068
"Sprague","230370","Gemella",0.0019
"Sprague","230370","Veillonella",0.0019
"Sprague","230370","Rothia",0.0019
"Sprague","230370","Aggregatibacter",0.0029
"Sprague","230370","Moryella",0.0107
"Sprague","230370","Acinetobacter",0.0039
"Sprague","230370","Lactobacillus",0.3835
"Sprague","230370","Sporobacter",0.044
"Sprague","230370","Fastidiosipila",0.0029
"Sprague","230370","Succiniclasticum",0.0058
"Sprague","230370","Candidatus Stoquefichus",0.0107
"Sprague","230370","Methanomassiliicoccus",0.1457
"Sprague","230370","Mobiluncus",0.0058
"Sprague","230370","Anaerofilum",0.0058
"Sprague","230370","Enterococcus",0.0039
"Sprague","230370","Slackia",0.0088
"Sprague","230370","Lactococcus",0.1076
"Sprague","230370","Eubacterium",0.0048
"Sprague","230370","Eggerthella",0.0185
"Sprague","230370","Papillibacter",0.1428
"Sprague","230370","Enterorhabdus",0.0019
"Sprague","230370","Dielma",0.0048
"Sprague","230370","Peptoclostridium",0.0998
"Sprague","230370","Holdemania",0.0019
"Sprague","230370","Acetitomaculum",0.1154
"Sprague","230370","Anaerovorax",0.0303
"Sprague","230370","Pantoea",0.0058
"Sprague","230370","Anaerofustis",0.0029
"Sprague","230370","Leuconostoc",0.0048
"Sprague","230370","Lysinibacillus",0.0029
"Sprague","230370","Azospira",0.0019
"Sprague","230370","Parasporobacterium",0.0293
"Sprague","230370","Rahnella",0.0048
"Sprague","230370","Butyrivibrio",0.0215
"Sprague","230370","Fusicatenibacter",1.5166
"Sprague","230370","Caldicoprobacter",0.0195
"Sprague","230370","Lactonifactor",0.0117
"Sprague","230370","Shuttleworthia",0.0019
"Sprague","230370","Eisenbergiella",0.0019
"Sprague","230370","Romboutsia",0.7015
"Sprague","230370","Coprobacter",0.0058
"Sprague","230370","Anaerobacterium",0.0039
"Sprague","230370","Desulfitibacter",0.0078
"Sprague","98900","Kluyvera",0.0043
"Sprague","98900","Bacteroides",17.7037
"Sprague","98900","Prevotella",0.0043
"Sprague","98900","Roseburia",9.3317
"Sprague","98900","Desulfovibrio",0.0738
"Sprague","98900","Herbaspirillum",0.0586
"Sprague","98900","Sarcina",3.1807
"Sprague","98900","Staphylococcus",0.0065
"Sprague","98900","Streptococcus",1.0095
"Sprague","98900","Bacillus",0.0542
"Sprague","98900","Clostridium",0.7968
"Sprague","98900","Bifidobacterium",1.1072
"Sprague","98900","Methanobrevibacter",2.2515
"Sprague","98900","Peptococcus",0.0195
"Sprague","98900","Lachnospira",1.0378
"Sprague","98900","Phascolarctobacterium",0.4342
"Sprague","98900","Bilophila",0.406
"Sprague","98900","Dialister",0.647
"Sprague","98900","Sutterella",0.4494
"Sprague","98900","Pseudobutyrivibrio",2.2406
"Sprague","98900","Collinsella",1.6435
"Sprague","98900","Oscillospira",0.0434
"Sprague","98900","Catenibacterium",0.013
"Sprague","98900","Thalassospira",0.2019
"Sprague","98900","Victivallis",0.2453
"Sprague","98900","Gelria",0.0238
"Sprague","98900","Dorea",0.5123
"Sprague","98900","Turicibacter",0.1758
"Sprague","98900","Anaerostipes",1.2592
"Sprague","98900","Faecalibacterium",21.614
"Sprague","98900","Alistipes",2.3991
"Sprague","98900","Akkermansia",3.2936
"Sprague","98900","Anaerotruncus",1.0486
"Sprague","98900","Marvinbryantia",0.1346
"Sprague","98900","Odoribacter",1.1615
"Sprague","98900","Subdoligranulum",2.2753
"Sprague","98900","Parabacteroides",1.4373
"Sprague","98900","Barnesiella",1.2353
"Sprague","98900","Adlercreutzia",0.1085
"Sprague","98900","Oscillibacter",0.2822
"Sprague","98900","Cloacibacillus",0.0521
"Sprague","98900","Blautia",5.1912
"Sprague","98900","Butyricimonas",0.6752
"Sprague","98900","Parasutterella",0.9965
"Sprague","98900","Hydrogenoanaerobacterium",0.0716
"Sprague","98900","Pyramidobacter",0.1541
"Sprague","98900","Gordonibacter",0.0043
"Sprague","98900","Anaerosporobacter",0.3256
"Sprague","98900","Flavonifractor",0.7186
"Sprague","98900","Intestinimonas",0.0586
"Sprague","98900","Terrisporobacter",0.0369
"Sprague","98900","Intestinibacter",0.9792
"Sprague","98900","Erysipelatoclostridium",0.8337
"Sprague","98900","Pseudomonas",0.0043
"Sprague","98900","Stenotrophomonas",0.0217
"Sprague","98900","Mogibacterium",0.0043
"Sprague","98900","Haemophilus",0.0043
"Sprague","98900","Pasteurella",0.0108
"Sprague","98900","Lactobacillus",0.0542
"Sprague","98900","Candidatus Stoquefichus",0.0043
"Sprague","98900","Allisonella",0.0173
"Sprague","98900","Methanomassiliicoccus",0.1063
"Sprague","98900","Lactococcus",0.0369
"Sprague","98900","Eubacterium",0.0043
"Sprague","98900","Peptoclostridium",0.0043
"Sprague","98900","Acetitomaculum",0.0846
"Sprague","98900","Christensenella",0.0065
"Sprague","98900","Leuconostoc",0.0086
"Sprague","98900","Fusicatenibacter",1.3873
"Sprague","98900","Lactonifactor",0.0108
"Sprague","98900","Asaccharospora",0.0434
"Sprague","98900","Shuttleworthia",0.013
"Sprague","98900","Coprobacter",0.0065
"Sprague","98900","Jeotgalicoccus",0.0043
"Sprague","98901","Kluyvera",0.3257
"Sprague","98901","Bacteroides",16.1485
"Sprague","98901","Porphyromonas",0.0226
"Sprague","98901","Prevotella",0.0515
"Sprague","98901","Roseburia",9.6008
"Sprague","98901","Desulfovibrio",0.1195
"Sprague","98901","Herbaspirillum",0.0515
"Sprague","98901","Sarcina",3.0511
"Sprague","98901","Streptococcus",1.0534
"Sprague","98901","Clostridium",0.6267
"Sprague","98901","Bifidobacterium",1.4245
"Sprague","98901","Brevibacterium",0.0103
"Sprague","98901","Corynebacterium",0.0082
"Sprague","98901","Methanobrevibacter",2.6738
"Sprague","98901","Peptococcus",0.0144
"Sprague","98901","Lachnospira",1.2864
"Sprague","98901","Phascolarctobacterium",0.5483
"Sprague","98901","Bilophila",0.402
"Sprague","98901","Dialister",0.5154
"Sprague","98901","Sutterella",0.2412
"Sprague","98901","Pseudobutyrivibrio",2.4265
"Sprague","98901","Collinsella",1.676
"Sprague","98901","Oscillospira",0.0329
"Sprague","98901","Catenibacterium",0.0041
"Sprague","98901","Thalassospira",0.2535
"Sprague","98901","Victivallis",0.2226
"Sprague","98901","Varibaculum",0.0474
"Sprague","98901","Gelria",0.0185
"Sprague","98901","Dorea",0.4638
"Sprague","98901","Turicibacter",0.0989
"Sprague","98901","Anaerostipes",1.0637
"Sprague","98901","Faecalibacterium",20.0655
"Sprague","98901","Alistipes",2.2244
"Sprague","98901","Akkermansia",5.6673
"Sprague","98901","Anaerotruncus",0.7607
"Sprague","98901","Marvinbryantia",0.1834
"Sprague","98901","Odoribacter",1.4142
"Sprague","98901","Subdoligranulum",2.1131
"Sprague","98901","Parabacteroides",1.7152
"Sprague","98901","Barnesiella",1.3689
"Sprague","98901","Adlercreutzia",0.1443
"Sprague","98901","Oscillibacter",0.4205
"Sprague","98901","Cloacibacillus",0.0536
"Sprague","98901","Blautia",4.8674
"Sprague","98901","Butyricimonas",0.7772
"Sprague","98901","Parasutterella",1.2348
"Sprague","98901","Hydrogenoanaerobacterium",0.0185
"Sprague","98901","Pyramidobacter",0.1175
"Sprague","98901","Gordonibacter",0.0391
"Sprague","98901","Anaerosporobacter",0.7669
"Sprague","98901","Flavonifractor",0.5793
"Sprague","98901","Pseudoflavonifractor",0.0082
"Sprague","98901","Intestinimonas",0.0226
"Sprague","98901","Intestinibacter",0.6349
"Sprague","98901","Erysipelatoclostridium",1.1441
"Sprague","98901","Finegoldia",0.0164
"Sprague","98901","Peptoniphilus",0.0041
"Sprague","98901","Anaerococcus",0.0061
"Sprague","98901","Murdochiella",0.0082
"Sprague","98901","Ralstonia",0.0164
"Sprague","98901","Candidatus Soleaferrea",0.0082
"Sprague","98901","Haemophilus",0.0082
"Sprague","98901","Rothia",0.0041
"Sprague","98901","Lactobacillus",0.0226
"Sprague","98901","Asteroleplasma",0.0061
"Sprague","98901","Sporobacter",0.0041
"Sprague","98901","Fastidiosipila",0.0144
"Sprague","98901","Succiniclasticum",0.0061
"Sprague","98901","Methanomassiliicoccus",0.1236
"Sprague","98901","Lactococcus",0.0391
"Sprague","98901","Eggerthella",0.0226
"Sprague","98901","Holdemania",0.0041
"Sprague","98901","Acetitomaculum",0.0597
"Sprague","98901","Leuconostoc",0.0144
"Sprague","98901","Fusicatenibacter",1.5235
"Sprague","98901","Asaccharospora",0.0164
"Sprague","98901","Shuttleworthia",0.0041
"Sprague","98963","Kluyvera",0.0968
"Sprague","98963","Bacteroides",14.5577
"Sprague","98963","Fibrobacter",0.0076
"Sprague","98963","Porphyromonas",0.0662
"Sprague","98963","Prevotella",0.0892
"Sprague","98963","Roseburia",11.2541
"Sprague","98963","Desulfovibrio",0.1631
"Sprague","98963","Herbaspirillum",0.0382
"Sprague","98963","Sarcina",3.222
"Sprague","98963","Streptococcus",1.0094
"Sprague","98963","Bacillus",0.0305
"Sprague","98963","Clostridium",0.6015
"Sprague","98963","Bifidobacterium",1.0119
"Sprague","98963","Brevibacterium",0.1223
"Sprague","98963","Corynebacterium",0.1988
"Sprague","98963","Methanobrevibacter",2.1514
"Sprague","98963","Peptococcus",0.028
"Sprague","98963","Lachnospira",1.5982
"Sprague","98963","Phascolarctobacterium",0.4741
"Sprague","98963","Bilophila",0.4307
"Sprague","98963","Dialister",0.599
"Sprague","98963","Sutterella",0.2319
"Sprague","98963","Pseudobutyrivibrio",2.7326
"Sprague","98963","Collinsella",1.82
"Sprague","98963","Oscillospira",0.0178
"Sprague","98963","Thalassospira",0.2319
"Sprague","98963","Victivallis",0.1733
"Sprague","98963","Varibaculum",0.028
"Sprague","98963","Dorea",0.4792
"Sprague","98963","Turicibacter",0.0305
"Sprague","98963","Anaerostipes",1.4147
"Sprague","98963","Faecalibacterium",21.848
"Sprague","98963","Alistipes",2.1998
"Sprague","98963","Akkermansia",1.8302
"Sprague","98963","Anaerotruncus",0.7851
"Sprague","98963","Marvinbryantia",0.1962
"Sprague","98963","Pseudoclavibacter",0.0127
"Sprague","98963","Odoribacter",1.147
"Sprague","98963","Subdoligranulum",2.5847
"Sprague","98963","Parabacteroides",1.5753
"Sprague","98963","Barnesiella",1.1292
"Sprague","98963","Adlercreutzia",0.1835
"Sprague","98963","Oscillibacter",0.4511
"Sprague","98963","Cloacibacillus",0.0484
"Sprague","98963","Blautia",5.6028
"Sprague","98963","Butyricimonas",0.7213
"Sprague","98963","Parasutterella",0.9762
"Sprague","98963","Hydrogenoanaerobacterium",0.0254
"Sprague","98963","Pyramidobacter",0.0917
"Sprague","98963","Gordonibacter",0.0254
"Sprague","98963","Anaerosporobacter",0.8208
"Sprague","98963","Flavonifractor",0.497
"Sprague","98963","Intestinimonas",0.0458
"Sprague","98963","Intestinibacter",0.7953
"Sprague","98963","Erysipelatoclostridium",1.3943
"Sprague","98963","Finegoldia",0.0637
"Sprague","98963","Peptoniphilus",0.0662
"Sprague","98963","Anaerococcus",0.1223
"Sprague","98963","Murdochiella",0.0331
"Sprague","98963","Stenotrophomonas",0.0101
"Sprague","98963","Ralstonia",0.0152
"Sprague","98963","Mogibacterium",0.0152
"Sprague","98963","Haemophilus",0.0331
"Sprague","98963","Veillonella",0.0203
"Sprague","98963","Lactobacillus",0.0178
"Sprague","98963","Sporobacter",0.0101
"Sprague","98963","Fastidiosipila",0.0127
"Sprague","98963","Succiniclasticum",0.0254
"Sprague","98963","Candidatus Stoquefichus",0.005
"Sprague","98963","Allisonella",0.005
"Sprague","98963","Methanomassiliicoccus",0.0484
"Sprague","98963","Mobiluncus",0.0152
"Sprague","98963","Lactococcus",0.079
"Sprague","98963","Eggerthella",0.0178
"Sprague","98963","Dielma",0.0101
"Sprague","98963","Holdemania",0.005
"Sprague","98963","Acetitomaculum",0.0968
"Sprague","98963","Delftia",0.005
"Sprague","98963","Leuconostoc",0.005
"Sprague","98963","Fusicatenibacter",1.9169
"Sprague","98958","Kluyvera",0.0283
